GENE             CHR      START       STOP  NSNPS  NPARAM        N        ZSTAT            P
ZMYM1              1   35525387   35581460      3       2  1740000      0.48958      0.31221
SFPQ               1   35641981   35658766      2       1  1740000     -0.37101      0.64468
ZMYM4              1   35734444   35887545      7       5  1740000     0.025173      0.48996
KIAA0319L          1   35899091   36023037      4       2  1740000      0.60386      0.27297
NCDN               1   36023311   36032380      1       1  1740000       1.1416       0.1268
TFAP2E             1   36038971   36060929      3       2  1740000     -0.63233      0.73642
PSMB2              1   36040259   36107445      4       2  1740000      -1.0431      0.85156
C1ORF216           1   36179477   36184790      3       2  1740000      0.45856      0.32327
CLSPN              1   36185819   36235568     13       9  1740000       1.1396      0.12723
AGO3               1   36396364   36522360      1       1  1740000        0.226       0.4106
TEKT2              1   36549676   36553877      5       3  1740000     -0.34784      0.63602
ADPRHL2            1   36554453   36559533      6       4  1740000      0.29353      0.38456
COL8A2             1   36560840   36591305      6       4  1740000      0.78569      0.21603
MAP7D1             1   36621751   36646450      3       2  1740000       -2.462      0.99309
THRAP3             1   36690017   36770958      3       2  1740000     -0.32033      0.62564
SH3D21             1   36771889   36793544      4       2  1740000      0.16634      0.43394
EVA1B              1   36787631   36790567      3       2  1740000      0.37462      0.35397
STK40              1   36805225   36851525      2       1  1740000       1.9786     0.023933
OSCP1              1   36883507   36916086      8       4  1740000      0.26149      0.39686
MRPS15             1   36921362   36930040     13       9  1740000      0.43307      0.33248
CSF3R              1   36931644   36948915     14      10  1740000       0.5125      0.30415
GRIK3              1   37261128   37499844      2       1  1740000     -0.12892      0.55129
ZC3H12A            1   37940119   37949978      6       3  1740000      0.94247      0.17298
MEAF6              1   37955561   37980420      4       2  1740000      0.90121      0.18374
SNIP1              1   38000050   38019945      6       4  1740000      0.11657       0.4536
DNALI1             1   38022520   38032458      7       4  1740000     -0.47797      0.68366
GNL2               1   38032413   38061586     10       7  1740000     -0.62786      0.73495
RSPO1              1   38076821   38100595      3       2  1740000     -0.69539      0.75659
C1ORF109           1   38147242   38158007      2       1  1740000      0.17351      0.43112
CDCA8              1   38158073   38175391      6       4  1740000      0.32611      0.37217
EPHA10             1   38181646   38230824     12       7  1740000     -0.65082      0.74242
MANEAL             1   38259721   38267278      1       1  1740000     0.034849       0.4861
YRDC               1   38268614   38273865      2       1  1740000     -0.88007      0.81059
C1ORF122           1   38273473   38275126      2       1  1740000     -0.88007      0.81059
MTF1               1   38275239   38325292      8       5  1740000      0.47695       0.3167
INPP5B             1   38326369   38412729      4       2  1740000      0.86771      0.19278
SF3A3              1   38422647   38456019      4       2  1740000     -0.21895      0.58666
FHL3               1   38462439   38471199      4       2  1740000     -0.21895      0.58666
UTP11L             1   38478384   38490497      1       1  1740000      0.45154       0.3258
RRAGC              1   39303869   39325495      1       1  1740000     -0.33503       0.6312
MYCBP              1   39328162   39339050      5       3  1740000      -1.0675      0.85713
GJA9               1   39339739   39347298      6       3  1740000     -0.73707      0.76946
RHBDL2             1   39350614   39407456      6       4  1740000     -0.95169      0.82937
AKIRIN1            1   39456916   39471737      1       1  1740000     -0.64767       0.7414
MACF1              1   39549839   39952810     53      35  1740000       5.4212   2.9603e-08
KIAA0754           1   39875176   39882154      8       6  1740000       1.7674     0.038583
BMP8A              1   39957318   39995541      3       2  1740000      0.58453      0.27943
PABPC4             1   40026485   40042522      3       1  1740000       2.9735     0.001472
HEYL               1   40089103   40105348      5       3  1740000      0.55309       0.2901
NT5C1A             1   40124793   40137710      4       2  1740000     -0.80563      0.78977
HPCAL4             1   40144320   40157382      2       1  1740000      -1.1304      0.87085
PPIE               1   40204517   40229586      1       1  1740000     -0.75109       0.7737
BMP8B              1   40223903   40254533      1       1  1740000     -0.75109       0.7737
OXCT2              1   40235197   40237020      1       1  1740000     -0.75109       0.7737
TRIT1              1   40306703   40349177      4       2  1740000      -1.1646      0.87792
CAP1               1   40505912   40538321      3       2  1740000       1.0957       0.1366
PPT1               1   40538382   40563142      5       3  1740000       1.6878     0.045723
RLF                1   40627041   40706593      7       5  1740000     -0.81967       0.7938
TMCO2              1   40713573   40717365      4       2  1740000       0.6031      0.27322
ZMPSTE24           1   40723722   40759856      5       3  1740000     -0.43006      0.66642
COL9A2             1   40766162   40782939      8       5  1740000      -1.0478      0.85262
SMAP2              1   40839378   40888998      1       1  1740000      -1.1528       0.8755
ZFP69B             1   40915774   40929390      7       5  1740000      -1.7623      0.96099
ZFP69              1   40943043   40962015      3       2  1740000      0.35361      0.36182
EXO5               1   40974391   40982228      5       3  1740000     0.084212      0.46644
ZNF684             1   40997233   41013841      4       2  1740000      0.46001      0.32275
RIMS3              1   41086352   41131324      2       1  1740000       1.3954     0.081442
NFYC               1   41157242   41237275      2       1  1740000     -0.27424      0.60805
KCNQ4              1   41249684   41306124      3       2  1740000   -0.0017465       0.5007
CITED4             1   41326728   41328018      1       1  1740000     -0.48821       0.6873
CTPS1              1   41445007   41478237      8       5  1740000     -0.56167      0.71283
SLFNL1             1   41481269   41489116      8       5  1740000     -0.56167      0.71283
SCMH1              1   41492871   41707815     12       8  1740000       1.0422      0.14865
FOXO6              1   41827328   41849263      2       1  1740000      0.64449      0.25963
EDN2               1   41944446   41950348      4       2  1740000      0.42833       0.3342
HIVEP3             1   41972036   42501596     22      16  1740000      0.07222      0.47121
GUCA2B             1   42619092   42621495      3       2  1740000      -1.2789      0.89953
GUCA2A             1   42628362   42630395      3       2  1740000      -1.2789      0.89953
FOXJ3              1   42642210   42801548      4       2  1740000     -0.25293      0.59984
